"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"ST_TURNO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"002";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";37211445;24592464;"27/10/2020";"ADESIVOS BOPP 64X11-4/O CORES | PANFLETOS PREFEITO | PANFLETOS PREFEITO/VEREADOR | PRAQUINHA 7X7 - 4/0 CORES - PAPEL ADESIVO";"4999,93"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831787919;"ES";"Nota Fiscal";"043230684";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";36337812;23875090;"27/11/2020";"GASOLINA C ADITIVADA";"118,04"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832968988;"ES";"Nota Fiscal";"41340818";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33168551;21524114;"22/10/2020";"ADESIVO LEITOSO 15X30 | CONFEC DE ADESIVO MICRO PERFURADO 30X60";"180,18"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"043224932";1;"Outros Recursos";20360001;"Serviços advocatícios";1;"Financeiro";1;"Transferência eletrônica";37211430;24592492;"27/11/2020";"SERVIÇO DE ASSESSORAMENTO E CONSULTORIA ELEITORAL";"9000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"0003";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";37211429;24592491;"13/11/2020";"SERVIÇO DE PANFLETAGEM";"1045,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"00009";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235535;25442333;"13/11/2020";"PRESTAÇÃO DE SERVIÇOS COMO ASSISTENTE DE CAMPANHA";"500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"25/11/2020";1832958378;"ES";"Nota Fiscal";"041259320";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33424073;21694060;"20/10/2020";"IMP DE ADESIVO PRAGUINHA /ADESIVO PAPEL 5X5 CM | IMP DE ADESIVO VINIL 30X15 | IMP DE ADESSIVO PERFURADO TAM 60X35 | IMP PANFLETO COUCHE 80G TAM 15X210MM";"800,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042160504";1;"Outros Recursos";20270000;"Diversas a especificar";1;"Financeiro";1;"Transferência eletrônica";37211434;24592472;"05/11/2020";"PLANEJAMENTO DE CAMPANHA E ASSESSORIA DE MARKETING";"7110,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831788017;"ES";"Nota Fiscal";"0001";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36311318;23851999;"13/10/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL";"222,84"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832948666;"ES";"Nota Fiscal";"41397239";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33204309;21549137;"23/10/2020";"IMP ADESIVO VINIL";"60,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Nota Fiscal";"041256040";2;"Fundo Especial de Financiamento de Campanha";20310000;"Produção de jingles, vinhetas e slogans";1;"Financeiro";1;"Transferência eletrônica";32996456;21409130;"20/10/2020";"PRODUÇÃO E GRAVAÇÃO DE JINGLE POLITICO";"1500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000002";2;"Fundo Especial de Financiamento de Campanha";20040000;"Locação/cessão de bens imóveis";1;"Financeiro";0;"Cheque";38235542;25442339;"13/11/2020";"ALUGEL DE IMOVEL DE PONTO COMERCIAL";"2090,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Nota Fiscal";"000002";1;"Outros Recursos";20130000;"Publicidade por jornais e revistas";1;"Financeiro";0;"Cheque";38235524;25442322;"19/10/2020";"VINCULAÇÃO DE EDITAL DO PDT PARA CONVENÇÃO";"1250,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Nota Fiscal";"042237329";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";38235534;25442325;"06/11/2020";"ELEIÇÃO 2020 ADESIVO 40X15 | ELEIÇÃO 2020 ADESIVO 50X30 | ELEIÇÃO 2020 LONA 250X160 | ELEIÇÃO 2020 PERFURADO 65X35 | ELEIÇÃO 2020 PRAGUINHAS 6X6 | ELEIÇÃO 2020 SSANTINHO 10X15 4X4";"7139,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831773960;"ES";"Nota Fiscal";"042530791";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36508471;24017750;"11/11/2020";"ADESIVOS PERFURADOS 70X40 CM";"26,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"09191172";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";37211439;24592474;"13/11/2020";"SANTINHO EMILIA 10X7 - 4/1 CORES | SANTINHO MINEIRO 10X7 - 4/1 CORES | SANTINHO NILTON 10X7 - 4/1 CORES";"500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831774482;"ES";"Nota Fiscal";"002";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";36271344;23819180;"09/11/2020";"ADESIVO 18 X 11 CM | ADESIVOS PERFURADOS 70 X 4 CM";"79,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042446407";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";37211433;24592471;"10/11/2020";"SANTINHO VEREADOR OSVALDO 10X7";"390,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"041787588";2;"Fundo Especial de Financiamento de Campanha";20270000;"Diversas a especificar";1;"Financeiro";1;"Transferência eletrônica";37211426;24592467;"30/10/2020";"PLANO DE COMUNICAÇÃO· ASSESSORIA DE COMUNICAÇÃO";"4740,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042774911";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";37211435;24592480;"17/11/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL  | GASOLINA TIPO C GRANEL";"650,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"29/03/2021";1843717158;"ES";"Nota Fiscal";"41587505";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";40523591;27308731;"28/10/2020";"GASOLINA SHELL V POWER ADITIVADA";"50,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831797564;"ES";"Nota Fiscal";"042530212";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36475000;23989330;"11/11/2020";"ADESIVOS 18X11 CM | ADESIVOS OERFURADOS 70X40 CM";"137,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831795460;"ES";"Nota Fiscal";"0001";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";0;"Cheque";36341027;23878092;"03/11/2020";"SANTINHO";"185,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832959661;"ES";"Nota Fiscal";"041375942";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33188357;21537136;"23/10/2020";"IMP ADESIVO VINIL TAM 30X15 | IMP DE ADESIVO VINIL TAM 15X15";"282,80"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000006";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235539;25442328;"13/11/2020";"PRESTAÇÃO DE SERVIÇOS ASSITENTE DE CAMPANHA";"768,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832975116;"ES";"Nota Fiscal";"41340075";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33188115;21536925;"22/10/2020";"ADESIVO LEITOSO 15X30 | CONF DE ADESIVO MICRO PERFURADO 30X60";"360,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Nota Fiscal";"000001";1;"Outros Recursos";20270000;"Diversas a especificar";1;"Financeiro";0;"Cheque";38235533;25442321;"16/10/2020";"CONFECÇÃO DE CAMISAS | CONFECÇÃO DE MASCARAS";"350,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"0009";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";37211455;24592494;"13/11/2020";"SERVIÇO DE MOTORISTA";"2000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000006";1;"Outros Recursos";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235525;25442329;"13/11/2020";"PRESTAÇÃO DE SERVIÇO COMO ASSISTENTE DE CAMPANHA";"1150,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Nota Fiscal";"041256281";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";32996451;21409134;"20/10/2020";"BOTONS(ADESIVO DE PEITO) 7·3X7·3 CM | IMP. SANTINHOS 7·5X10·5 CM PREFEITO E VICE | IMPRESSO   15X21 CM";"2225,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832964065;"ES";"Nota Fiscal";"041247495";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33190262;21538050;"20/10/2020";"FAIXA ADESIVA";"86,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832943853;"ES";"Nota Fiscal";"041388902";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33187816;21536658;"23/10/2020";"ADESIVO LEITOSO 100X50CM | ADESIVO LEITOSO 15X30CM | ADESIVO MICRO PERFUADO 40X80CM";"180,12"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832957411;"ES";"Nota Fiscal";"41395175";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33193921;21541127;"23/10/2020";"ADESIVO LEITOSO 50X100 | ADESIVO MICROPERFURADO 35X70 | CONF DE ADESIVO MICROPERFURADO 30X60";"97,02"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"0006";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";37211452;24592488;"13/11/2020";"SERVIÇO DE PANFLETAGEM";"1045,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Outro";"042623744";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";1;"Transferência eletrônica";32996471;21409142;"13/11/2020";"CONTRATO ADMINISTRATIVO";"4000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000009";1;"Outros Recursos";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235529;25442326;"13/11/2020";"PRESTAÇÃO DE SERVIÇOS DE ASSITENTE DE CAMPANHA";"950,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831801011;"ES";"Nota Fiscal";"042621812";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";36493420;24005497;"13/11/2020";"GASOLINA TIPO C GRANEL";"250,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831797308;"ES";"Nota Fiscal";"DNW000002";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36495183;24007049;"21/10/2020";"GASOLINA SHELL V POWER ADITIVADA";"204,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831779497;"ES";"Nota Fiscal";"001";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36485666;23999137;"06/11/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL";"641,80"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042160104";1;"Outros Recursos";20270000;"Diversas a especificar";1;"Financeiro";1;"Transferência eletrônica";37211450;24592473;"05/11/2020";"PLANEJAMENTO E DESENVOLVIMENTO DE PUBLICIDADES";"6000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Nota Fiscal";"000001";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";0;"Cheque";38235536;25442324;"06/11/2020";"ADESIVOS";"480,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000004";2;"Fundo Especial de Financiamento de Campanha";20360002;"Serviços contábeis";1;"Financeiro";0;"Cheque";38235543;25442340;"13/11/2020";"PRESTAÇÃO DE SERVIÇOS CONTABIES";"2500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831797564;"ES";"Nota Fiscal";"042818782";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";36475001;23989331;"18/11/2020";"GASOLINA C GRANEL";"219,04"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831797308;"ES";"Nota Fiscal";"VUM000001";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36495182;24007048;"15/10/2020";"SHELL EVOLUX S-10 ADITIVADO";"164,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831795460;"ES";"Nota Fiscal";"0002";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";36341026;23878091;"03/11/2020";"ADESIVOS 30X15 | ADESIVOS PERFURADOS 70X40 CM";"128,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"25/11/2020";1832958378;"ES";"Cupom Fiscal";"041258727";1;"Outros Recursos";20150000;"Alimentação";1;"Financeiro";1;"Transferência eletrônica";33424072;21694059;"20/10/2020";"REFIÇÃO";"26,50"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831789828;"ES";"Nota Fiscal";"042530627";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36483356;23997029;"11/11/2020";"ADESIVOS PERFURADOS 70X40";"130,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831803751;"ES";"Nota Fiscal";"042530400";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36507188;24016379;"11/11/2020";"ADESIVOS PERFURADOS 70X40 CM";"52,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"0007";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";37211451;24592487;"13/11/2020";"SERVIÇO DE PANFLETAGEM";"1045,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Outro";"041375509";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";1;"Transferência eletrônica";32996446;21409138;"23/10/2020";"PRESTAÇÃO DE SERVIÇO ADMINISTRATIVO ELEITORAL";"4000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"10/12/2020";1843767705;"ES";"Nota Fiscal";"042731208";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";35687379;23336154;"16/11/2020";"02 ADESIVOS 50X50 CM";"20,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831794505;"ES";"Nota Fiscal";"001";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";36544733;24050107;"26/11/2020";"ADESIVOS IMPRESSOS 40X12 | ADESIVOS IMPRESSOS 40X15 | ADESIVOS PERFURADOS 38X66 | LONA COM ILHOS 70X40";"1350,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831811298;"ES";"Nota Fiscal";"MCH000002";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36306780;23848343;"22/10/2020";"GASOLINA";"190,04"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000010";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235541;25442331;"13/11/2020";"PRESTAÇÃO DE SERVIÇO COMO ASSISTENTE DE CAMPANHA";"1000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831803836;"ES";"Nota Fiscal";"042531819";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36346351;23881825;"11/11/2020";"ADESIVO PERFURADO 70X40 CM";"52,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831811136;"ES";"Nota Fiscal";"042532135";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36284210;23829698;"11/11/2020";"15 PERFURADOS 70X40 CM | 20 ADESIVOS 18X11 CM";"209,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Recibo";"043718797";1;"Outros Recursos";20360002;"Serviços contábeis";1;"Financeiro";1;"Transferência eletrônica";37211454;24592493;"03/12/2020";"SERVIÇOS CONTABIL";"5000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832958175;"ES";"Nota Fiscal";"41395397";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33200950;21545990;"23/10/2020";"ADESIVO LEITOSO 15X30 | ADESIVO MICROPERFURADO 40X80 | CONF DE ADESIVO MICROPERFURADO 30X60";"200,26"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831775030;"ES";"Nota Fiscal";"042531653";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36326237;23864041;"11/11/2020";"ADESIVO PERFURADO";"26,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831795496;"ES";"Nota Fiscal";"0001";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";36505351;24014929;"11/11/2020";"ADESIVOS PERFURADOS 70X40";"130,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"043122100";1;"Outros Recursos";20130000;"Publicidade por jornais e revistas";1;"Financeiro";1;"Transferência eletrônica";37211423;24592479;"25/11/2020";"PUBLICAÇAO NO JORNAL FOLHA DA CIDADE ED 191";"2900,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831811298;"ES";"Nota Fiscal";"01";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";0;"Cheque";36306781;23848342;"13/10/2020";"ADESIVO MICROPERFURADO | ADESIVOS LEITOSO | BOTM | SANTINHOS IMPRESSOS";"400,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042628746";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";37211421;24592476;"13/11/2020";"FOLHETOS 15X21 - 4/0 CORES-COUCHE 80G";"870,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831794505;"ES";"Nota Fiscal";"003";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";0;"Cheque";36544734;24050104;"25/11/2020";"SANTINHO 10 X7 - 4/1 CORES - COUCHE 80";"410,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832976418;"ES";"Nota Fiscal";"41395735";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33219663;21559456;"23/10/2020";"IMP ADESIVO VINIL TAM 15X15 CM | IMP ADESIVO VINIL TAM 30X15 | IMP ADESIVO VINIL TAM 35X35 CM";"60,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832976418;"ES";"Nota Fiscal";"41396543";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33219663;21559457;"23/10/2020";"IMP ADESIVO VINIL TAM 15X15 CM | IMP ADESIVO VINIL TAM 30X15 | IMP ADESIVO VINIL TAM 35X35 CM";"208,20"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000005";1;"Outros Recursos";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235530;25442327;"13/11/2020";"CONTRATO DE PRESTAÇÃO DE SERVIÇO COMO ASSISTENTE";"1000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832948666;"ES";"Nota Fiscal";"41967429";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33204310;21549138;"03/11/2020";"IMP ADESIVO VINIL TAM 35X35";"60,00"
